QUERY_SNP	GWAS_SNP	GWAS_TRAIT	GWAS_STUDY	EQTL_CELL_TYPE	EQTL_GENE_NAME	EQTL_CELL_count
rs40372	rs4141271	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	IMMP2L	1
rs4730483	rs214456	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD8 Naive/Central memory T cell	IMMP2L	1
rs4730483	rs214468	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD8 Naive/Central memory T cell	IMMP2L	1
rs4730483	rs253373	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD8 Naive/Central memory T cell	IMMP2L	1
rs4730483	rs37667	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD8 Naive/Central memory T cell	IMMP2L	1
rs4730488	rs214456	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD8 Effector memory	IMMP2L	1
rs4730488	rs214468	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD8 Effector memory	IMMP2L	1
rs4730488	rs37735	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD8 Effector memory	IMMP2L	1
rs4730488	rs253373	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD8 Effector memory	IMMP2L	1
rs4730488	rs37667	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD8 Effector memory	IMMP2L	1
rs4730488	rs4141271	Severe COVID-19 infection	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD8 Effector memory	IMMP2L	1
rs2981277	rs2875974	COVID-19 (hospitalized covid vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	CD4 Naive/Central memory T cell	RAB2A	1
rs2981277	rs13276831	COVID-19 (critical illness vs population)	GWAS and meta-analysis identifies 49 genetic variants underlying critical COVID-19.	CD4 Naive/Central memory T cell	RAB2A	1
rs3857933	rs3857933	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	LRRC6	1
rs3857933	rs6651261	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	LRRC6	1
rs3857933	rs7842007	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	LRRC6	1
rs3857933	rs10956677	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	LRRC6	1
rs3857933	rs1048490	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	LRRC6	1
rs3909640	rs3857933	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	LRRC6	1
rs3909640	rs6651261	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	LRRC6	1
rs3909640	rs7842007	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	LRRC6	1
rs3909640	rs10956677	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	LRRC6	1
rs3931023	rs3857933	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	LRRC6	1
rs3931023	rs6651261	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	LRRC6	1
rs3931023	rs7842007	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	LRRC6	1
rs3931023	rs10956677	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	LRRC6	1
rs3931023	rs1048490	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	LRRC6	1
rs4081780	rs3857933	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	LRRC6	1
rs4081780	rs6651261	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	LRRC6	1
rs4081780	rs7842007	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	LRRC6	1
rs4081780	rs10956677	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	LRRC6	1
rs4081780	rs1048490	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	LRRC6	1
rs4081781	rs3857933	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	LRRC6	1
rs4081781	rs6651261	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	LRRC6	1
rs4081781	rs7842007	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	LRRC6	1
rs4081781	rs10956677	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	LRRC6	1
rs4081781	rs1048490	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	LRRC6	1
rs6471091	rs3857933	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	LRRC6	2
rs6471091	rs3857933	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	LRRC6	2
rs6471091	rs6651261	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	LRRC6	2
rs6471091	rs6651261	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	LRRC6	2
rs6471091	rs7842007	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	LRRC6	2
rs6471091	rs7842007	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	LRRC6	2
rs6471091	rs10956677	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	LRRC6	2
rs6471091	rs10956677	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	LRRC6	2
rs6471091	rs1048490	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	LRRC6	2
rs6471091	rs1048490	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	LRRC6	2
rs7018303	rs3857933	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	LRRC6	1
rs7018303	rs6651261	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	LRRC6	1
rs7018303	rs7842007	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	LRRC6	1
rs7018303	rs10956677	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	LRRC6	1
rs7018303	rs1048490	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	LRRC6	1
rs7816501	rs13261357	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	RP11-809O17.1	1
rs7827081	rs3857933	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	LRRC6	2
rs7827081	rs3857933	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	LRRC6	2
rs7827081	rs6651261	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	LRRC6	2
rs7827081	rs6651261	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	Natural Killer Cell	LRRC6	2
rs7827081	rs7842007	Resistance to COVID-19 infection (Exposed negative vs positive)	Better safe than sorry-Whole-genome sequencing indicates that missense variants are significant in susceptibility to COVID-19.	CD4 Naive/Central memory T cell	LRRC6	2
