Mode	Cell	Chr	Gene	SNP	SNP_TSS	maf	pq_val	slope	slope_se
cis-independent	cMono	9	ENSG00000197958	rs7033779	-22875	0.513158	8.47969e-10	0.496348	0.0680167
cis-independent	cMono	9	ENSG00000106789	rs7867966	-52658	0.131579	2.53005e-08	-0.973429	0.151523
cis-independent	cMono	9	ENSG00000119408	rs16927294	-34552	0.236842	3.96594e-08	-0.816474	0.129437
cis-independent	cMono	9	ENSG00000131669	rs7032525	-13633	0.177632	7.13718e-08	-0.613286	0.0996377
cis-independent	cMono	9	ENSG00000164978	rs10971956	-178225	0.625	1.12577e-07	0.600327	0.0992224
cis-independent	cMono	9	ENSG00000119431	rs3750525	804	0.368421	4.60231e-07	-0.69765	0.123132
cis-independent	cMono	9	ENSG00000106868	rs10759537	54613	0.585526	6.01223e-07	0.573688	0.102537
cis-independent	cMono	9	ENSG00000107020	rs397824595	-109156	0.625	6.853e-07	-0.570651	0.102633
cis-independent	cMono	9	ENSG00000147894	rs3736321	-43759	0.335526	6.86469e-07	-0.534448	0.0961292
cis-independent	cMono	9	ENSG00000165282	rs62545499	539289	0.236842	9.89775e-07	0.920666	0.168557
cis-independent	cMono	9	ENSG00000169692	rs12551973	-13010	0.190789	1.10477e-06	-0.669471	0.123231
cis-independent	cMono	9	ENSG00000157303	rs4743879	-47107	0.585526	1.17637e-06	-0.628247	0.116003
cis-independent	cMono	9	ENSG00000148154	rs10817237	21352	0.269737	1.70602e-06	-0.730657	0.137448
cis-independent	cMono	9	ENSG00000136930	rs62580564	680699	0.0723684	1.92558e-06	-0.81	0.153315
cis-independent	cMono	9	ENSG00000119457	rs912670	19873	0.559211	2.44262e-06	0.582944	0.111699
cis-independent	cMono	9	ENSG00000136867	rs35121330	-230454	0.348684	3.1127e-06	0.445885	0.0865282
cis-independent	cMono	9	ENSG00000054148	rs35055192	86710	0.131579	3.48908e-06	0.978125	0.190966
cis-independent	cMono	9	ENSG00000135070	rs1535758	-7339	0.664474	4.06968e-06	-0.698854	0.137571
cis-independent	cMono	9	ENSG00000165209	rs17215761	544397	0.25	4.45283e-06	-0.746938	0.147752
cis-independent	cMono	9	ENSG00000187024	rs3802357	21414	0.388158	6.35548e-06	-0.593317	0.119678
cis-independent	cMono	10	ENSG00000156110	rs67594352	17972	0.164474	2.24222e-19	1.54906	0.116656
cis-independent	cMono	10	ENSG00000156113	rs2670115	171352	0.427632	1.39966e-14	1.08368	0.106632
cis-independent	cMono	10	ENSG00000107796	rs1324551	38985	0.513158	3.40522e-14	-1.00624	0.101383
cis-independent	cMono	10	ENSG00000187164	rs7901788	-1291	0.243421	6.57375e-14	1.12007	0.114876
cis-independent	cMono	10	ENSG00000165806	rs7918733	472	0.309211	1.07866e-13	0.606329	0.0627317
cis-independent	cMono	10	ENSG00000122873	rs1199108	-86600	0.210526	1.69815e-12	-1.06036	0.119185
cis-independent	cMono	10	ENSG00000128805	rs77798949	178467	0.5	6.04312e-12	0.741962	0.0866007
cis-independent	cMono	10	ENSG00000166272	rs284862	68375	0.578947	1.0028e-11	0.678135	0.0803785
cis-independent	cMono	10	ENSG00000148655	rs6480781	-50676	0.592105	5.39367e-11	0.752166	0.0939773
cis-independent	cMono	10	ENSG00000198879	rs61835060	-228847	0.276316	2.19756e-10	1.05994	0.138675
cis-independent	cMono	10	ENSG00000055950	rs735137	-11119	0.177632	5.6023e-10	1.07639	0.145386
cis-independent	cMono	10	ENSG00000123240	rs58505537	17912	0.269737	8.64009e-10	-0.787209	0.107946
cis-independent	cMono	10	ENSG00000170430	rs12247555	105026	0.460526	1.10045e-09	-0.769024	0.106356
cis-independent	cMono	10	ENSG00000166275	rs11191419	-1682	0.309211	2.55908e-08	-0.567202	0.0883304
cis-independent	cMono	10	ENSG00000107798	rs1412445	-171511	0.256579	3.60454e-08	1.13598	0.179385
cis-independent	cMono	10	ENSG00000057608	rs147494782	-28069	0.289474	1.31529e-07	-0.805981	0.134429
cis-independent	cMono	10	ENSG00000122378	rs71482774	-92703	0.453947	3.53793e-07	0.85023	0.148241
cis-independent	cMono	10	ENSG00000204020	rs399496	6845	0.631579	3.70102e-07	-0.795263	0.138946
cis-independent	cMono	10	ENSG00000183605	rs12762732	4621	0.388158	5.94392e-07	-0.516654	0.0922928
cis-independent	cMono	10	ENSG00000203791	rs11376215	96853	0.605263	6.24366e-07	-0.742878	0.133015
cis-independent	cMono	10	ENSG00000107537	rs58505537	-182402	0.269737	6.61471e-07	-0.785935	0.141113
cis-independent	cMono	10	ENSG00000107593	rs35662118	-37102	0.0526316	9.44297e-07	1.61941	0.295803
cis-independent	cMono	10	ENSG00000165806	rs717368	268374	0.0789474	2.29276e-06	-0.702344	0.133891
cis-independent	cMono	10	ENSG00000075826	rs2495729	111390	0.171053	2.86524e-06	-0.906749	0.175197
cis-independent	cMono	11	ENSG00000134809	rs2848626	-14240	0.763158	1.5922e-18	-1.34208	0.105678
cis-independent	cMono	11	ENSG00000110455	rs2074038	513	0.0723684	1.36503e-17	1.84185	0.152484
cis-independent	cMono	11	ENSG00000196655	rs58709307	-11911	0.263158	3.72686e-16	1.10042	0.0986943
cis-independent	cMono	11	ENSG00000177697	rs61876748	374	0.730263	3.76597e-15	1.12836	0.107292
cis-independent	cMono	11	ENSG00000166435	rs2076980	-209791	0.25	1.94533e-13	1.26787	0.133973
cis-independent	cMono	11	ENSG00000185187	rs7479832	-2432	0.743421	1.04045e-11	-0.830057	0.0981088
cis-independent	cMono	11	ENSG00000130592	rs907612	2086	0.368421	3.03991e-11	0.783672	0.0961436
cis-independent	cMono	11	ENSG00000168569	rs481235	81471	0.625	1.30438e-10	0.840251	0.108042
cis-independent	cMono	11	ENSG00000185201	rs14408	4658	0.375	2.40183e-10	-0.696021	0.0913341
cis-independent	cMono	11	ENSG00000134824	rs174559	21203	0.289474	2.86315e-10	0.917914	0.121167
cis-independent	cMono	11	ENSG00000166436	rs10840106	21708	0.473684	1.01541e-09	0.644279	0.0888506
cis-independent	cMono	11	ENSG00000197345	rs678904	-55655	0.342105	1.51458e-09	-0.958292	0.13405
cis-independent	cMono	11	ENSG00000132740	rs678904	-55732	0.342105	1.95311e-09	0.861056	0.121557
cis-independent	cMono	11	ENSG00000110665	rs2521269	-2054	0.539474	2.15272e-09	0.717626	0.101667
cis-independent	cMono	11	ENSG00000110203	rs35222838	48084	0.335526	2.46967e-09	-0.785195	0.111465
cis-independent	cMono	11	ENSG00000158555	rs73494872	10793	0.0986842	2.6421e-09	1.36458	0.194771
cis-independent	cMono	11	ENSG00000177700	rs12577801	-6653	0.651316	2.17795e-08	-0.870414	0.134675
cis-independent	cMono	11	ENSG00000110203	rs1278032834	24240	0.894737	2.9034e-08	-1.00823	0.157412
cis-independent	cMono	11	ENSG00000084207	rs4891	2756	0.388158	5.26714e-08	0.551382	0.0884447
cis-independent	cMono	11	ENSG00000176485	rs7111905	-2557	0.394737	5.63138e-08	0.989911	0.159231
cis-independent	cMono	11	ENSG00000133317	rs1404504	1243	0.625	5.85543e-08	0.784755	0.126437
cis-independent	cMono	11	ENSG00000175567	rs653529	8182	0.342105	6.27766e-08	0.852405	0.137739
cis-independent	cMono	11	ENSG00000121671	rs11038665	-38472	0.835526	7.69228e-08	-0.923891	0.150578
cis-independent	cMono	11	ENSG00000180425	rs7108748	21211	0.348684	1.20733e-07	-0.731927	0.121623
cis-independent	cMono	11	ENSG00000254827	rs367035	-980	0.440789	1.2396e-07	-0.604659	0.100591
cis-independent	cMono	11	ENSG00000149577	rs4938352	-21972	0.868421	1.4003e-07	1.07329	0.179505
cis-independent	cMono	11	ENSG00000162231	rs2507819	39750	0.592105	1.41566e-07	-0.696279	0.116506
cis-independent	cMono	11	ENSG00000214026	rs1104890	-5809	0.131579	3.35461e-07	-0.969456	0.168616
cis-independent	cMono	11	ENSG00000162174	rs2513744	-27136	0.861842	3.56923e-07	-1.19863	0.209071
cis-independent	cMono	11	ENSG00000162302	rs7130280	29964	0.394737	4.33297e-07	-0.573492	0.100934
cis-independent	cMono	11	ENSG00000166394	rs4237757	-24455	0.809211	4.88489e-07	0.96039	0.169978
cis-independent	cMono	11	ENSG00000181649	rs61871242	45824	0.125	6.33503e-07	-0.838847	0.150303
cis-independent	cMono	11	ENSG00000151500	rs574524	-213263	0.144737	7.24902e-07	-1.06751	0.192511
cis-independent	cMono	11	ENSG00000149476	rs78243280	588229	0.0921053	7.76917e-07	-1.4521	0.262741
cis-independent	cMono	11	ENSG00000110200	rs576361	42983	0.368421	1.08457e-06	0.53951	0.0992188
cis-independent	cMono	11	ENSG00000134825	rs174603	68130	0.328947	1.52053e-06	0.607589	0.113634
cis-independent	cMono	11	ENSG00000023191	rs71462089	-3346	0.0921053	1.83668e-06	-1.04577	0.197464
cis-independent	cMono	11	ENSG00000110717	rs1051806	5989	0.131579	1.9463e-06	0.908972	0.172143
cis-independent	cMono	11	ENSG00000187049	rs4939517	-33008	0.848684	2.55653e-06	-0.671268	0.128928
cis-independent	cMono	11	ENSG00000142089	rs6421984	-14876	0.546053	3.06366e-06	0.418855	0.0812146
cis-independent	cMono	11	ENSG00000185187	rs7396812	-32967	0.263158	3.92851e-06	-0.544372	0.106771
cis-independent	cMono	11	ENSG00000256269	rs1799992	1669	0.453947	4.48498e-06	0.63568	0.125793
cis-independent	cMono	11	ENSG00000087884	rs7947859	-21609	0.0855263	4.94057e-06	-1.35386	0.269324
cis-independent	cMono	11	ENSG00000137714	rs2724421	-22165	0.348684	5.67479e-06	0.594853	0.119237
cis-independent	cMono	11	ENSG00000214517	rs78417458	335583	0.151316	6.75012e-06	-0.694746	0.140608
cis-independent	cMono	11	ENSG00000174791	rs143489952	2355	0.0592105	7.63146e-06	-1.43678	0.292795
cis-independent	cMono	12	ENSG00000197728	rs10876864	-34051	0.605263	3.5181e-29	-1.24252	0.0588676
cis-independent	cMono	12	ENSG00000172322	rs7302029	5732	0.236842	6.05038e-22	1.40824	0.0932005
cis-independent	cMono	12	ENSG00000184293	rs10844597	-359	0.5	3.18491e-17	-0.917888	0.0770434
cis-independent	cMono	12	ENSG00000090382	rs4761234	-10057	0.493421	5.20462e-15	-1.17846	0.112997
cis-independent	cMono	12	ENSG00000013573	rs3864918	31757	0.434211	5.27076e-15	-1.07759	0.103359
cis-independent	cMono	12	ENSG00000127337	rs7136238	-1015	0.486842	1.78443e-13	-0.925884	0.0976016
cis-independent	cMono	12	ENSG00000166896	rs9971803	6274	0.315789	3.08948e-13	-1.0999	0.117737
cis-independent	cMono	12	ENSG00000111554	rs3087724	28153	0.697368	4.82092e-13	-0.878435	0.0952196
cis-independent	cMono	12	ENSG00000111231	rs11065647	-11506	0.671053	1.28874e-12	1.06258	0.118478
cis-independent	cMono	12	ENSG00000133687	rs34621093	-24601	0.401316	2.07751e-12	0.91513	0.103032
cis-independent	cMono	12	ENSG00000176915	rs7971299	-1067	0.723684	1.23356e-11	-0.890401	0.106211
cis-independent	cMono	12	ENSG00000155957	rs2141709	-24876	0.401316	1.75912e-10	-0.802617	0.10423
cis-independent	cMono	12	ENSG00000139192	rs2041387	1966	0.223684	4.17994e-09	0.823823	0.119597
cis-independent	cMono	12	ENSG00000184293	rs35345708	-3100	0.0855263	4.35977e-09	0.900487	0.130557
cis-independent	cMono	12	ENSG00000256660	rs7302029	-53579	0.236842	8.14858e-09	0.970574	0.144503
cis-independent	cMono	12	ENSG00000139168	rs7305397	130161	0.348684	9.44146e-09	-0.904227	0.135389
cis-independent	cMono	12	ENSG00000127311	rs1816562	-17937	0.513158	1.31751e-08	-0.827806	0.125561
cis-independent	cMono	12	ENSG00000010278	rs33999069	-64909	0.631579	1.5352e-08	-0.88346	0.134809
cis-independent	cMono	12	ENSG00000139610	rs9652000	3943	0.407895	1.69548e-08	0.784743	0.120216
cis-independent	cMono	12	ENSG00000171860	rs11057065	-10712	0.697368	2.16712e-08	0.756166	0.116974
cis-independent	cMono	12	ENSG00000111696	rs17034657	41967	0.164474	3.07147e-08	0.924996	0.145118
cis-independent	cMono	12	ENSG00000123329	rs512490	223	0.947368	4.84191e-08	1.19721	0.191367
cis-independent	cMono	12	ENSG00000120860	rs17528053	-31370	0.157895	8.37207e-08	-0.739906	0.121027
cis-independent	cMono	12	ENSG00000111671	rs12831467	13236	0.256579	1.25479e-07	0.942334	0.156849
cis-independent	cMono	12	ENSG00000135404	rs57862109	-55823	0.263158	1.75057e-07	-0.388854	0.0656774
cis-independent	cMono	12	ENSG00000139182	rs7294478	-15490	0.407895	2.80447e-07	0.660963	0.114023
cis-independent	cMono	12	ENSG00000139433	rs10572315	-49407	0.467105	3.0606e-07	-0.691515	0.11977
cis-independent	cMono	12	ENSG00000166130	rs12581119	73590	0.289474	3.28945e-07	0.757136	0.131569
cis-independent	cMono	12	ENSG00000089169	rs886478	310956	0.434211	3.90358e-07	0.526324	0.0921846
cis-independent	cMono	12	ENSG00000110987	rs77263216	10842	0.0921053	5.05199e-07	1.39988	0.248155
cis-independent	cMono	12	ENSG00000204954	rs1177457	-9057	0.243421	6.79667e-07	-0.617546	0.111023
cis-independent	cMono	12	ENSG00000133687	rs10219522	-98837	0.269737	6.92958e-07	-0.70639	0.126856
cis-independent	cMono	12	ENSG00000171792	rs11062394	-4630	0.0789474	1.30078e-06	-1.1925	0.221291
cis-independent	cMono	12	ENSG00000076067	rs3782235	-58	0.460526	1.63808e-06	-0.640767	0.12029
cis-independent	cMono	12	ENSG00000111142	rs35189516	771789	0.0526316	1.9688e-06	1.24235	0.235416
cis-independent	cMono	12	ENSG00000111328	rs1790116	-134321	0.756579	2.92373e-06	0.71464	0.138226
cis-independent	cMono	12	ENSG00000076555	rs34340430	-4560	0.480263	2.94543e-06	-0.665676	0.128805
cis-independent	cMono	12	ENSG00000139350	rs10860107	41320	0.473684	3.33947e-06	0.725339	0.141284
cis-independent	cMono	12	ENSG00000139410	rs10850148	118330	0.269737	4.46096e-06	-0.608405	0.120361
cis-independent	cMono	12	ENSG00000136003	rs10746125	-47892	0.894737	4.57006e-06	-0.884424	0.175195
cis-independent	cMono	12	ENSG00000084112	rs61938037	-740054	0.0723684	4.57023e-06	-1.10621	0.219128
cis-independent	cMono	12	ENSG00000150967	rs200887541	-497187	0.0657895	4.88781e-06	-1.40393	0.279123
cis-independent	cMono	12	ENSG00000151148	rs144201127	143332	0.0723684	6.72695e-06	1.18822	0.240435
cis-independent	cMono	12	ENSG00000179912	rs139241123	200047	0.125	7.50821e-06	0.940324	0.191449
cis-independent	cMono	12	ENSG00000066084	rs11169150	-732023	0.0723684	7.52791e-06	1.23802	0.252096
cis-independent	cMono	13	ENSG00000120675	rs17553284	366	0.223684	9.8569e-18	-1.21326	0.0996749
cis-independent	cMono	13	ENSG00000136144	rs7996207	-18779	0.664474	9.48301e-08	0.72978	0.120008
cis-independent	cMono	13	ENSG00000118939	rs7329512	-3915	0.894737	2.97534e-07	0.966876	0.167246
cis-independent	cMono	13	ENSG00000152749	rs1408999	-34103	0.644737	9.3957e-07	0.808381	0.147623
cis-independent	cMono	13	ENSG00000132965	rs3885907	4774	0.565789	9.71375e-07	0.479448	0.0876975
cis-independent	cMono	13	ENSG00000151773	rs7997017	38548	0.480263	2.05925e-06	-0.638666	0.121302
cis-independent	cMono	14	ENSG00000071246	rs10483877	-45510	0.75	1.05161e-17	-1.19615	0.0984198
cis-independent	cMono	14	ENSG00000183828	rs66956754	7965	0.605263	6.53648e-14	0.811655	0.0832314
cis-independent	cMono	14	ENSG00000140090	rs61977303	137623	0.111842	9.17951e-14	-1.24117	0.128461
cis-independent	cMono	14	ENSG00000075413	rs11629297	-10811	0.743421	1.79209e-10	-0.913526	0.118707
cis-independent	cMono	14	ENSG00000256053	rs12889731	58184	0.289474	3.79225e-10	-0.886004	0.118077
cis-independent	cMono	14	ENSG00000092020	rs1807161	13517	0.375	8.99275e-10	-0.880896	0.120963
cis-independent	cMono	14	ENSG00000165502	rs34707018	-4869	0.756579	1.19686e-09	0.901389	0.125034
cis-independent	cMono	14	ENSG00000126822	rs229660	3765	0.118421	5.09193e-09	0.797391	0.116619
cis-independent	cMono	14	ENSG00000100445	rs1956898	4321	0.855263	2.04243e-08	1.11412	0.171941
cis-independent	cMono	14	ENSG00000165801	rs943991	1629	0.486842	2.1973e-08	-0.521817	0.0807668
cis-independent	cMono	14	ENSG00000119718	rs175007	-23454	0.486842	1.36221e-07	-0.676611	0.113025
cis-independent	cMono	14	ENSG00000197930	rs4901294	1587	0.210526	2.0388e-07	-0.739649	0.125777
cis-independent	cMono	14	ENSG00000089916	rs11623014	-12560	0.684211	2.8086e-07	0.44874	0.0774174
cis-independent	cMono	14	ENSG00000050130	rs111547327	82656	0.0789474	1.19601e-06	1.16805	0.215852
cis-independent	cMono	14	ENSG00000151327	rs8006908	-89888	0.460526	1.29743e-06	-0.801174	0.148654
cis-independent	cMono	14	ENSG00000092036	rs8021296	46944	0.315789	1.41066e-06	0.720514	0.134248
cis-independent	cMono	14	ENSG00000092108	rs8006314	49737	0.289474	2.31819e-06	-0.651531	0.124503
cis-independent	cMono	15	ENSG00000166825	rs11635469	34	0.486842	1.14241e-21	-1.10273	0.0739757
cis-independent	cMono	15	ENSG00000182117	rs6495661	-4929	0.210526	1.0717e-20	1.27536	0.0897904
cis-independent	cMono	15	ENSG00000140395	chr15:78281403:G:C	-8235	0.230263	8.84352e-14	1.15526	0.119447
cis-independent	cMono	15	ENSG00000103811	rs34843303	4941	0.118421	7.86439e-12	-1.3391	0.15755
cis-independent	cMono	15	ENSG00000197299	rs416014	88893	0.388158	1.15171e-11	0.804687	0.0957842
cis-independent	cMono	15	ENSG00000136404	rs1986102	-17441	0.302632	1.97226e-11	0.790116	0.095628
cis-independent	cMono	15	ENSG00000140450	rs12440256	3033	0.75	7.15184e-10	-0.790014	0.107616
cis-independent	cMono	15	ENSG00000242498	rs1256839	-1428	0.848684	2.11684e-09	0.812825	0.115083
cis-independent	cMono	15	ENSG00000185043	rs8028268	285	0.157895	3.69959e-08	-0.792729	0.125315
cis-independent	cMono	15	ENSG00000140474	rs67411922	52114	0.671053	7.47446e-08	-0.732886	0.119302
cis-independent	cMono	15	ENSG00000128944	rs11541642	8779	0.171053	1.67152e-07	1.0452	0.176173
cis-independent	cMono	15	ENSG00000140400	rs4886681	-52245	0.802632	1.90314e-07	-0.631026	0.106976
cis-independent	cMono	15	ENSG00000128973	rs1975873	24208	0.559211	4.0174e-07	0.681523	0.119527
cis-independent	cMono	15	ENSG00000140545	rs4932205	60026	0.585526	6.33447e-07	0.558472	0.100065
cis-independent	cMono	15	ENSG00000189227	rs3098770	-10899	0.815789	6.875e-07	-0.678481	0.122045
cis-independent	cMono	15	ENSG00000103876	rs12440703	-105191	0.473684	7.87777e-07	0.613653	0.111108
cis-independent	cMono	15	ENSG00000182768	rs8034168	963675	0.164474	3.25624e-06	-0.688587	0.133946
cis-independent	cMono	15	ENSG00000140368	rs147238110	43969	0.131579	6.91067e-06	0.73736	0.149429
cis-independent	cMono	15	ENSG00000033800	rs74923405	-33862	0.0723684	6.94599e-06	0.770727	0.156235
cis-independent	cMono	16	ENSG00000197165	rs2411453	24325	0.565789	4.67041e-18	-1.21341	0.0979579
cis-independent	cMono	16	ENSG00000223496	rs656267	-58478	0.480263	5.10635e-16	-1.05695	0.0955407
cis-independent	cMono	16	ENSG00000178952	rs8055138	33795	0.407895	2.50349e-15	1.22989	0.115727
cis-independent	cMono	16	ENSG00000067836	rs2290562	1181	0.282895	2.76518e-15	1.02243	0.0964514
cis-independent	cMono	16	ENSG00000257017	rs8062041	559	0.309211	1.06925e-12	-0.660909	0.0732939
cis-independent	cMono	16	ENSG00000189067	rs113344842	17114	0.203947	2.27199e-12	-1.38465	0.156969
cis-independent	cMono	16	ENSG00000185669	rs72811456	5602	0.348684	1.64298e-11	0.954918	0.114919
cis-independent	cMono	16	ENSG00000166847	rs62032983	555	0.263158	3.56236e-11	1.07789	0.132904
cis-independent	cMono	16	ENSG00000103202	rs407983	4033	0.434211	7.01372e-10	0.700413	0.0953454
cis-independent	cMono	16	ENSG00000130731	rs7206567	50095	0.184211	1.01114e-09	1.11654	0.153955
cis-independent	cMono	16	ENSG00000166501	rs9806836	14908	0.598684	1.3592e-09	0.797652	0.111147
cis-independent	cMono	16	ENSG00000180096	rs8046445	-7621	0.664474	2.06511e-09	0.55639	0.0787053
cis-independent	cMono	16	ENSG00000153048	rs4985053	-18708	0.671053	2.28004e-09	-0.82851	0.117621
cis-independent	cMono	16	ENSG00000103550	rs4782282	67351	0.210526	3.19905e-09	0.72023	0.103526
cis-independent	cMono	16	ENSG00000103264	rs889604	-6548	0.434211	1.68803e-08	-0.768174	0.117657
cis-independent	cMono	16	ENSG00000140876	rs75446625	729	0.0789474	2.14352e-08	1.67548	0.259074
cis-independent	cMono	16	ENSG00000185324	rs148588932	5921	0.0657895	3.33132e-08	-1.6026	0.252256
cis-independent	cMono	16	ENSG00000067365	rs1641101	46881	0.131579	8.55133e-08	0.937218	0.15344
cis-independent	cMono	16	ENSG00000180185	rs1657106	-18823	0.881579	1.17684e-07	-1.02874	0.170755
cis-independent	cMono	16	ENSG00000103226	rs58394656	-34548	0.302632	1.31199e-07	0.840861	0.140232
cis-independent	cMono	16	ENSG00000103064	rs12102971	-396	0.532895	1.75477e-07	0.569578	0.0962119
cis-independent	cMono	16	ENSG00000184517	rs12918419	-11997	0.256579	2.73351e-07	-0.798962	0.137669
cis-independent	cMono	16	ENSG00000158805	rs11646910	31456	0.111842	2.90198e-07	1.05823	0.182839
cis-independent	cMono	16	ENSG00000205423	rs2908883	-985934	0.210526	8.32882e-07	0.964001	0.175013
cis-independent	cMono	16	ENSG00000167264	rs28428518	59030	0.210526	9.09821e-07	0.654736	0.119378
cis-independent	cMono	16	ENSG00000159461	rs117653678	27242	0.0789474	9.13026e-07	1.34524	0.245319
cis-independent	cMono	16	ENSG00000197912	rs3809641	17038	0.447368	1.02071e-06	0.605287	0.110984
cis-independent	cMono	16	ENSG00000051523	rs7195830	-7778	0.631579	1.04776e-06	-0.397379	0.0729562
cis-independent	cMono	16	ENSG00000187741	rs7204478	-87580	0.388158	1.96137e-06	-0.49783	0.0943171
cis-independent	cMono	16	ENSG00000140988	rs338778	-11705	0.0855263	2.42331e-06	0.712874	0.136539
cis-independent	cMono	16	ENSG00000131653	rs145381638	-682613	0.125	3.45275e-06	-0.771023	0.150448
cis-independent	cMono	16	ENSG00000103351	rs12924990	110837	0.144737	3.49333e-06	1.03191	0.20148
cis-independent	cMono	16	ENSG00000261740	rs79379134	826831	0.486842	4.60789e-06	-0.672739	0.133322
cis-independent	cMono	16	ENSG00000149932	rs8052245	964223	0.664474	7.48061e-06	-0.406289	0.0827029
